geo,time,POP,GDP,LEX,world_region,
mac,1974,244284,20191,,asia,0
mar,1974,17416964,2622,,africa,0
mco,1974,24835,31395,,europe,0
mda,1974,3795653,5781,,europe,0
mdg,1974,7345780,2331,,africa,0
mdv,1974,132195,1441,,asia,0
mex,1974,59088193,10026,,americas,0
mhl,1974,24531,2523,,asia,0
mkd,1974,1784398,8147,,europe,0
mli,1974,6368348,898,,africa,0
mlt,1974,321683,5966,,europe,0
mmr,1974,29027734,799,,asia,0
mne,1974,546574,13630,,europe,0
mng,1974,1438425,1886,,asia,0
mnp,1974,14859,70.34,,asia,0
moz,1974,10076172,586,,africa,0
mrt,1974,1290790,2987,,africa,0
msr,1974,11734,,,americas,0
mtq,1974,328072,68.02,,americas,0
mus,1974,878355,4077,,africa,0
mwi,1974,5141202,823,,africa,0
mys,1974,11871233,5414,,asia,0
myt,1974,43734,64.74,,africa,0
nam,1974,880785,6184,,africa,0
ncl,1974,125642,64.44,,asia,0
ner,1974,5040656,1118,,africa,0
nfk,1974,1812,,,asia,0
nga,1974,61673559,4394,,africa,0
nic,1974,2711848,6877,,americas,0
niu,1974,4191,,,asia,0
nld,1974,13562438,22626,,europe,0
nld_curacao,1974,149683,,,americas,0
nor,1974,3985741,26030,,europe,0
npl,1974,13040404,993,,asia,0
nru,1974,6972,50579,,asia,0
nzl,1974,3042177,22231,,asia,0
omn,1974,841948,18346,,asia,0
pak,1974,64870833,1825,,asia,0
pan,1974,1699113,7304,,americas,0
pcn,1974,73,,,asia,0
per,1974,14832841,7221,,americas,0
phl,1974,40149961,3524,,asia,0
plw,1974,12197,51151,,asia,0
png,1974,2802243,1933,,asia,0
pol,1974,33681720,11180,,europe,0
pri,1974,2881750,17376,,americas,0
prk,1974,15952078,1782,,asia,0
prt,1974,9091400,13067,,europe,0
pry,1974,2723523,4003,,americas,0
pse,1974,1276127,1563,,asia,0
pyf,1974,126486,61.47,,asia,0
qat,1974,153704,157979,,asia,0
reu,1974,481689,65.46,,africa,0
rou,1974,21451125,12190,,europe,0
rus,1974,133008905,17454,,europe,0
rwa,1974,4226799,681,,africa,0
sau,1974,7059334,102628,,asia,0
scg,1974,9004410,,,europe,0
scg_ex_kos,1974,7149830,,,europe,0
sdn,1974,11732958,1901,,africa,0
sen,1974,4802348,1887,,africa,0
sgp,1974,2226404,14507,,asia,0
shn,1974,5133,,,africa,0
sjm,1974,2476,,,europe,0
slb,1974,186332,1086,,asia,0
sle,1974,2927468,1521,,africa,0
slv,1974,4053713,5379,,americas,0
smr,1974,19562,27188,,europe,0
som,1974,3627504,1065,,africa,0
spm,1974,5813,,,americas,0
srb,1974,8416250,13369,,europe,0
ssd,1974,4017075,2099,,africa,0
stbar,1974,2506,,,americas,0
stmar,1974,21611,,,americas,0
stp,1974,80670,2216,,africa,0
sur,1974,365099,10547,,americas,0
svk,1974,4705110,12507,,europe,0
svn,1974,1725964,16421,,europe,0
swe,1974,8173968,25068,,europe,0
swz,1974,501512,5199,,africa,0
sxm,1974,8975,,,americas,0
syc,1974,58097,8199,,africa,0
syr,1974,7283177,3521,,asia,0
tca,1974,6346,3845,,americas,0
tcd,1974,3999512,1257,,africa,0
tgo,1974,2356622,1885,,africa,0
tha,1974,41259536,2710,,asia,0
tjk,1974,3296095,5063,,asia,0
tkl,1974,1572,,,asia,0
tkm,1974,2457382,10863,,asia,0
tls,1974,664223,756,,asia,0
ton,1974,87609,1850,,asia,0
tto,1974,997053,11819,,americas,0
tun,1974,5526764,3902,,africa,0
tur,1974,38370241,8415,,europe,0
tuv,1974,7616,2643,,asia,0
twn,1974,15940897,6758,,asia,0
tza,1974,15477294,1466,,africa,0
uga,1974,10533716,1043,,africa,0
ukr,1974,48455122,8725,,europe,0
ury,1974,2824069,7831,,americas,0
usa,1974,217218393,26258,,americas,0
ussr,1974,252113903,,,europe,0
uzb,1974,13525094,3656,,asia,0
vct,1974,94568,2996,,americas,0
ven,1974,12994025,16962,,americas,0
vgb,1974,10379,,,americas,0
vir,1974,82477,68.43,,americas,0
vnm,1974,47661773,1128,,asia,0
vut,1974,96796,2273,,asia,0
wlf,1974,8912,,,asia,0
wsm,1974,150221,3433,,asia,0
yem,1974,6661566,2488,,asia,0
yem_north,1974,5280986,,,asia,0
yem_south,1974,1643250,,,asia,0
yug,1974,20549722,,,europe,0
zaf,1974,25519604,10761,,africa,0
zmb,1974,4794754,3748,,africa,0
zwe,1974,5920943,2791,,africa,0
abw,1976,60586,10295,,americas,0
afg,1976,12840299,1241,,asia,0
ago,1976,7900997,5202,,africa,0
aia,1976,6660,,,americas,0
akr_a_dhe,1976,12802,,,europe,0
ala,1976,21912,,,europe,0
alb,1976,2464336,4335,,europe,0
and,1976,31777,34041,,europe,0
ant,1976,167587,71.58,,americas,0
are,1976,646943,160718,,asia,0
arg,1976,26477152,12639,,americas,0
arm,1976,2889579,3922,,europe,0
asm,1976,30321,69.46,,asia,0
atg,1976,72285,5672,,americas,0
aus,1976,13994623,22358,,asia,0
aut,1976,7640749,22508,,europe,0
aze,1976,5768724,8263,,europe,0
bdi,1976,3739659,850,,africa,0
bel,1976,9794777,23359,,europe,0
ben,1976,3347173,1228,,africa,0
bfa,1976,6274037,683,,africa,0
bgd,1976,72999136,1069,,asia,0
bgr,1976,8772535,9956,,europe,0
bhr,1976,283752,41238,,asia,0
bhs,1976,192902,14767,,americas,0
bih,1976,4025265,2920,,europe,0
blr,1976,9380452,6600,,europe,0
blz,1976,135147,3243,,americas,0
bmu,1976,55431,36119,,americas,0
bol,1976,5119833,4452,,americas,0
bra,1976,110213082,9284,,americas,0
brb,1976,247444,10805,,americas,0
brn,1976,168224,111913,,asia,0
btn,1976,361455,1006,,asia,0
bwa,1976,857855,3366,,africa,0
caf,1976,2062405,1187,,africa,0
can,1976,23456507,24649,,americas,0
cck,1976,460,,,asia,0
chanisl,1976,126902,72.58,,europe,0
che,1976,6355230,37936,,europe,0
cheslo,1976,14881713,,,europe,0
chl,1976,10601836,6058,,americas,0
chn,1976,937018252,896,,asia,0
civ,1976,6922982,4443,,africa,0
cmr,1976,7669445,2381,,africa,0
cod,1976,23559071,1853,,africa,0
cog,1976,1637941,3779,,africa,0
cok,1976,19812,,,asia,0
col,1976,25323406,5260,,americas,0
com,1976,265953,1526,,africa,0
cpv,1976,273652,775,,africa,0
cri,1976,2151497,7243,,americas,0
cub,1976,9544271,11674,,americas,0
cxr,1976,1270,,,asia,0
cym,1976,13022,29759,,americas,0
cyp,1976,657534,10041,,europe,0
cze,1976,10134717,17454,,europe,0
deu,1976,78794496,24784,,europe,0
deu_east,1976,16749886,,,europe,0
deu_west,1976,62199668,,,europe,0
dji,1976,248556,4600,,africa,0
dma,1976,72642,3736,,americas,0
dnk,1976,5081267,25702,,europe,0
dom,1976,5280723,4587,,americas,0
dza,1976,17190239,8483,,africa,0
ecu,1976,7179399,7277,,americas,0
egy,1976,40089032,3499,,africa,0
eri,1976,2133723,999,,africa,0
eri_a_eth,1976,36273793,,,africa,0
esh,1976,85619,46.11,,africa,0
esp,1976,36373100,16609,,europe,0
est,1976,1433178,12075,,europe,0
eth,1976,33146891,716,,africa,0
fin,1976,4734437,19433,,europe,0
fji,1976,587520,5439,,asia,0
flk,1976,1903,,,americas,0
fra,1976,53295791,21692,,europe,0
fro,1976,41848,,,europe,0
fsm,1976,64386,2667,,asia,0
gab,1976,663770,21916,,africa,0
gbg,1976,53635,,,europe,0
gbm,1976,60428,,,europe,0
gbr,1976,56247405,19410,,europe,0
geo,1976,4900179,6970,,europe,0
gha,1976,10023472,2073,,africa,0
gib,1976,29742,,,europe,0
gin,1976,4381601,1156,,africa,0
glp,1976,327200,67.93,,americas,0
gmb,1976,536409,1923,,africa,0
gnb,1976,784156,1809,,africa,0
gnq,1976,252194,1274,,africa,0
grc,1976,9124755,16160,,europe,0
grd,1976,91437,3998,,americas,0
grl,1976,49780,13356,,europe,0
gtm,1976,6599214,5547,,americas,0
guf,1976,57995,66.24,,americas,0
gum,1976,95385,69.44,,asia,0
guy,1976,754101,4096,,americas,0
hkg,1976,4356575,12001,,asia,0
hnd,1976,3251158,3239,,americas,0
hos,1976,737,,,europe,0
hrv,1976,4518101,15562,,europe,0
hti,1976,5238245,2429,,americas,0
hun,1976,10578457,15090,,europe,0
idn,1976,134010690,2836,,asia,0
ind,1976,635771734,1190,,asia,0
irl,1976,3237594,13518,,europe,0
irn,1976,33737768,17641,,asia,0
irq,1976,12068168,12180,,asia,0
isl,1976,220291,20226,,europe,0
isr,1976,3427664,15247,,asia,0
ita,1976,55604287,19905,,europe,0
jam,1976,2055085,7117,,americas,0
jey,1976,72908,,,europe,0
jor,1976,2120069,5276,,asia,0
jpn,1976,113690108,17535,,asia,0
kaz,1976,14296769,13493,,asia,0
ken,1976,13996704,2007,,africa,0
kgz,1976,3352618,3561,,asia,0
khm,1976,7402873,1125,,asia,0
kir,1976,55977,5292,,asia,0
kna,1976,44148,5826,,americas,0
kor,1976,35948932,4474,,asia,0
korea_union,1976,51924354,,,asia,0
kos,1976,1539690,,,europe,0
kwt,1976,1089209,91329,,asia,0
lao,1976,3098973,1428,,asia,0
lbn,1976,2598354,4366,,asia,0
lbr,1976,1672300,2149,,africa,0
lby,1976,2754696,49968,,africa,0
lca,1976,111208,4880,,americas,0
lie,1976,23926,,,europe,0
lka,1976,14012817,2284,,asia,0
lso,1976,1179723,1051,,africa,0
ltu,1976,3327257,14592,,europe,0
lux,1976,356564,33319,,europe,0
lva,1976,2482181,9783,,europe,0
mac,1976,239085,23137,,asia,0
mar,1976,18210754,2986,,africa,0
mco,1976,25523,32119,,europe,0
mda,1976,3876947,5957,,europe,0
mdg,1976,7773449,2179,,africa,0
mdv,1976,140665,1268,,asia,0
mex,1976,62623763,10461,,americas,0
mhl,1976,26552,2341,,asia,0
mkd,1976,1825552,8256,,europe,0
mli,1976,6596773,1114,,africa,0
mlt,1976,324279,8097,,europe,0
mmr,1976,30428034,828,,asia,0
mne,1976,560423,13854,,europe,0
mng,1976,1520865,1975,,asia,0
mnp,1976,15234,71.04,,asia,0
moz,1976,10632932,449,,africa,0
mrt,1976,1367563,2938,,africa,0
msr,1976,11827,,,americas,0
mtq,1976,327166,69,,americas,0
mus,1976,906929,4628,,africa,0
mwi,1976,5454705,844,,africa,0
mys,1976,12468893,5877,,asia,0
myt,1976,47186,65.84,,africa,0
nam,1976,927503,6126,,africa,0
ncl,1976,134171,65.37,,asia,0
ner,1976,5334918,1048,,africa,0
nfk,1976,1822,,,asia,0
nga,1976,65226229,4300,,africa,0
nic,1976,2884155,6758,,americas,0
niu,1976,3807,,,asia,0
nld,1976,13793110,23572,,europe,0
nld_curacao,1976,150240,,,americas,0
nor,1976,4027475,28862,,europe,0
npl,1976,13621110,1000,,asia,0
nru,1976,7150,48995,,asia,0
nzl,1976,3108570,21851,,asia,0
omn,1976,927439,23947,,asia,0
pak,1976,68813220,1911,,asia,0
pan,1976,1791453,7204,,americas,0
pcn,1976,68,,,asia,0
per,1976,15639901,7489,,americas,0
phl,1976,42461193,3840,,asia,0
plw,1976,12285,39076,,asia,0
png,1976,2957339,1771,,asia,0
pol,1976,34261866,11779,,europe,0
pri,1976,2983584,17008,,americas,0
prk,1976,16554746,1851,,asia,0
prt,1976,9354494,12643,,europe,0
pry,1976,2861581,4313,,americas,0
pse,1976,1361346,1689,,asia,0
pyf,1976,134748,62.23,,asia,0
qat,1976,173836,160230,,asia,0
reu,1976,488349,66.53,,africa,0
rou,1976,21877402,13089,,europe,0
rus,1976,134580091,18115,,europe,0
rwa,1976,4499509,746,,africa,0
sau,1976,7818613,92622,,asia,0
scg,1976,9168922,,,europe,0
scg_ex_kos,1976,7278138,,,europe,0
sdn,1976,12578407,2392,,africa,0
sen,1976,5064674,2115,,africa,0
sgp,1976,2288888,15599,,asia,0
shn,1976,5214,,,africa,0
sjm,1976,2589,,,europe,0
slb,1976,200640,1014,,asia,0
sle,1976,3062956,1445,,africa,0
slv,1976,4239675,5570,,americas,0
smr,1976,19980,27950,,europe,0
som,1976,4289469,1027,,africa,0
spm,1976,5925,,,americas,0
srb,1976,8579630,13452,,europe,0
ssd,1976,4224529,2651,,africa,0
stbar,1976,2623,,,americas,0
stmar,1976,22005,,,americas,0
stp,1976,84885,2257,,africa,0
sur,1976,361364,10557,,americas,0
svk,1976,4801741,12885,,europe,0
svn,1976,1759731,16634,,europe,0
swe,1976,8223249,25400,,europe,0
swz,1976,533214,5285,,africa,0
sxm,1976,10161,,,americas,0
syc,1976,61061,8981,,africa,0
syr,1976,7794662,4372,,asia,0
tca,1976,6723,4448,,americas,0
tcd,1976,4172230,1386,,africa,0
tgo,1976,2464455,1774,,africa,0
tha,1976,43386841,2972,,asia,0
tjk,1976,3487644,4938,,asia,0
tkl,1976,1567,,,asia,0
tkm,1976,2594311,10678,,asia,0
tls,1976,654947,792,,asia,0
ton,1976,89254,1921,,asia,0
tto,1976,1025658,12877,,americas,0
tun,1976,5781796,4285,,africa,0
tur,1976,40189511,9645,,europe,0
tuv,1976,7749,2608,,asia,0
twn,1976,16528707,8183,,asia,0
tza,1976,16493305,1572,,africa,0
uga,1976,11139833,982,,africa,0
ukr,1976,49036456,9071,,europe,0
ury,1976,2841429,8567,,americas,0
usa,1976,221239215,27041,,americas,0
ussr,1976,256875501,,,europe,0
uzb,1976,14279120,3635,,asia,0
vct,1976,96641,2979,,americas,0
ven,1976,13739142,18854,,americas,0
vgb,1976,10543,,,americas,0
vir,1976,89848,69.07,,americas,0
vnm,1976,49808071,1168,,asia,0
vut,1976,103028,2080,,asia,0
wlf,1976,9412,,,asia,0
wsm,1976,152390,3548,,asia,0
yem,1976,7034868,2937,,asia,0
yem_north,1976,5593600,,,asia,0
yem_south,1976,1717121,,,asia,0
yug,1976,20929122,,,europe,0
zaf,1976,26904349,10724,,africa,0
zmb,1976,5139030,3549,,africa,0
zwe,1976,6308300,2618,,africa,0
abw,1978,60103,12154,,americas,0
afg,1978,13237734,1189,,asia,0
ago,1978,8376147,4719,,africa,0
aia,1978,6709,,,americas,0
akr_a_dhe,1978,12983,,,europe,0
ala,1978,22344,,,europe,0
alb,1978,2571850,4353,,europe,0
and,1978,33737,33476,,europe,0
ant,1978,170352,72.29,,americas,0
are,1978,852262,139160,,asia,0
arg,1978,27277741,12714,,americas,0
arm,1978,2997411,3970,,europe,0
asm,1978,31102,69.7,,asia,0
atg,1978,73324,6440,,americas,0
aus,1978,14309298,22748,,asia,0
aut,1978,7627759,23497,,europe,0
aze,1978,5957929,8456,,europe,0
bdi,1978,3913768,905,,africa,0
bel,1978,9836814,24139,,europe,0
ben,1978,3523938,1269,,africa,0
bfa,1978,6530819,778,,africa,0
bgd,1978,77033846,1092,,asia,0
bgr,1978,8828014,10016,,europe,0
bhr,1978,323473,36757,,asia,0
bhs,1978,201513,17661,,americas,0
bih,1978,4100350,3161,,europe,0
blr,1978,9505452,6956,,europe,0
blz,1978,138965,3538,,americas,0
bmu,1978,56236,37077,,americas,0
bol,1978,5350322,4568,,americas,0
bra,1978,115577669,9770,,americas,0
brb,1978,250032,11726,,americas,0
brn,1978,181257,123286,,asia,0
btn,1978,385384,1088,,asia,0
bwa,1978,927585,3749,,africa,0
caf,1978,2162249,1236,,africa,0
can,1978,24014082,25947,,americas,0
cck,1978,472,,,asia,0
chanisl,1978,127390,72.98,,europe,0
che,1978,6321535,39060,,europe,0
cheslo,1978,15086952,,,europe,0
chl,1978,10930783,6991,,americas,0
chn,1978,966039822,1021,,asia,0
civ,1978,7585914,4828,,africa,0
cmr,1978,8122529,2506,,africa,0
cod,1978,24954655,1640,,africa,0
cog,1978,1736099,3506,,africa,0
cok,1978,18570,,,asia,0
col,1978,26502166,5814,,americas,0
com,1978,286634,1508,,africa,0
cpv,1978,278739,832,,africa,0
cri,1978,2266154,7851,,americas,0
cub,1978,9711392,12694,,americas,0
cxr,1978,1344,,,asia,0
cym,1978,14661,31944,,americas,0
cyp,1978,673251,12497,,europe,0
cze,1978,10263109,18223,,europe,0
deu,1978,78589311,26312,,europe,0
deu_east,1978,16657095,,,europe,0
deu_west,1978,62349208,,,europe,0
dji,1978,308008,3683,,africa,0
dma,1978,74242,4141,,americas,0
dnk,1978,5109690,26456,,europe,0
dom,1978,5543517,4704,,americas,0
dza,1978,18212326,9829,,africa,0
ecu,1978,7571959,7785,,americas,0
egy,1978,42004655,3892,,africa,0
eri,1978,2254450,913,,africa,0
eri_a_eth,1978,37701936,,,africa,0
esh,1978,119330,47.92,,africa,0
esp,1978,37137704,17479,,europe,0
est,1978,1454273,12618,,europe,0
eth,1978,34068316,654,,africa,0
fin,1978,4758252,19782,,europe,0
fji,1978,609345,5669,,asia,0
flk,1978,1876,,,americas,0
fra,1978,53696453,22962,,europe,0
fro,1978,42693,,,europe,0
fsm,1978,68222,2726,,asia,0
gab,1978,694732,22799,,africa,0
gbg,1978,53487,,,europe,0
gbm,1978,62406,,,europe,0
gbr,1978,56263661,20559,,europe,0
geo,1978,4955501,7931,,europe,0
gha,1978,10354499,2226,,africa,0
gib,1978,30049,,,europe,0
gin,1978,4421134,1167,,africa,0
glp,1978,327224,68.86,,americas,0
gmb,1978,567831,1799,,africa,0
gnb,1978,788495,1831,,africa,0
gnq,1978,244485,1379,,africa,0
grc,1978,9392113,17425,,europe,0
grd,1978,89073,4689,,americas,0
grl,1978,49860,15396,,europe,0
gtm,1978,6933906,6009,,americas,0
guf,1978,61931,66.87,,americas,0
gum,1978,99630,70.68,,asia,0
guy,1978,770125,3857,,americas,0
hkg,1978,4646177,14110,,asia,0
hnd,1978,3458104,3669,,americas,0
hos,1978,730,,,europe,0
hrv,1978,4555420,17300,,europe,0
hti,1978,5450549,2515,,americas,0
hun,1978,10693829,16333,,europe,0
idn,1978,140665856,3069,,asia,0
ind,1978,665502284,1292,,asia,0
irl,1978,3343147,15296,,europe,0
irn,1978,35972652,14634,,asia,0
irq,1978,12859094,13509,,asia,0
isl,1978,224150,22951,,europe,0
isr,1978,3594488,15343,,asia,0
ita,1978,56057025,21107,,europe,0
jam,1978,2105664,6833,,americas,0
jey,1978,74191,,,europe,0
jor,1978,2234594,6310,,asia,0
jpn,1978,115890284,18952,,asia,0
kaz,1978,14597846,13684,,asia,0
ken,1978,15082994,2217,,africa,0
kgz,1978,3477229,3549,,asia,0
khm,1978,6955566,1012,,asia,0
kir,1978,57662,4902,,asia,0
kna,1978,43703,6716,,americas,0
kor,1978,36997800,5205,,asia,0
korea_union,1978,53578172,,,asia,0
kos,1978,1564321,,,europe,0
kwt,1978,1227601,80133,,asia,0
lao,1978,3168843,1479,,asia,0
lbn,1978,2604865,7702,,asia,0
lbr,1978,1771256,2170,,africa,0
lby,1978,2979093,54420,,africa,0
lca,1978,114546,5600,,americas,0
lie,1978,24962,,,europe,0
lka,1978,14533376,2506,,asia,0
lso,1978,1243352,1406,,africa,0
ltu,1978,3379798,15034,,europe,0
lux,1978,361073,35112,,europe,0
lva,1978,2502513,10168,,europe,0
mac,1978,235198,26505,,asia,0
mar,1978,19081718,3103,,africa,0
mco,1978,26087,34303,,europe,0
mda,1978,3942140,6142,,europe,0
mdg,1978,8230218,2066,,africa,0
mdv,1978,148892,1533,,asia,0
mex,1978,66039488,11196,,americas,0
mhl,1978,28405,2369,,asia,0
mkd,1978,1877688,9189,,europe,0
mli,1978,6831295,1133,,africa,0
mlt,1978,328201,9551,,europe,0
mmr,1978,31872230,878,,asia,0
mne,1978,570056,15466,,europe,0
mng,1978,1603906,2167,,asia,0
mnp,1978,15372,71.49,,asia,0
moz,1978,11248046,427,,africa,0
mrt,1978,1448414,2803,,africa,0
msr,1978,11921,,,americas,0
mtq,1978,325286,69.93,,americas,0
mus,1978,937821,4959,,africa,0
mwi,1978,5806845,921,,africa,0
mys,1978,13123069,6622,,asia,0
myt,1978,50698,66.88,,africa,0
nam,1978,970258,6621,,africa,0
ncl,1978,140265,66.25,,asia,0
ner,1978,5652355,1225,,africa,0
nfk,1978,1833,,,asia,0
nga,1978,69293550,4053,,africa,0
nic,1978,3065117,6396,,americas,0
niu,1978,3599,,,asia,0
nld,1978,13984060,24755,,europe,0
nld_curacao,1978,148929,,,americas,0
nor,1978,4059183,31065,,europe,0
npl,1978,14241403,1020,,asia,0
nru,1978,7309,45030,,asia,0
nzl,1978,3128956,20807,,asia,0
omn,1978,1032800,21400,,asia,0
pak,1978,73194937,2055,,asia,0
pan,1978,1884515,7661,,americas,0
pcn,1978,65,,,asia,0
per,1978,16491083,7104,,americas,0
phl,1978,44866273,4041,,asia,0
plw,1978,12153,37704,,asia,0
png,1978,3125034,1857,,asia,0
pol,1978,34881380,12220,,europe,0
pri,1978,3089760,18751,,americas,0
prk,1978,17015983,1809,,asia,0
prt,1978,9605593,13627,,europe,0
pry,1978,3012829,5057,,americas,0
pse,1978,1433100,1752,,asia,0
pyf,1978,143032,63.28,,asia,0
qat,1978,192093,146341,,asia,0
reu,1978,496911,67.55,,africa,0
rou,1978,22279304,13536,,europe,0
rus,1978,136255397,18807,,europe,0
rwa,1978,4803725,806,,africa,0
sau,1978,8679840,82438,,asia,0
scg,1978,9317743,,,europe,0
scg_ex_kos,1978,7394573,,,europe,0
sdn,1978,13510421,2547,,africa,0
sen,1978,5315265,1862,,africa,0
sgp,1978,2341429,17809,,asia,0
shn,1978,5262,,,africa,0
sjm,1978,2708,,,europe,0
slb,1978,215347,1181,,asia,0
sle,1978,3209263,1397,,africa,0
slv,1978,4417516,5948,,americas,0
smr,1978,20660,28618,,europe,0
som,1978,5417740,995,,africa,0
spm,1978,5970,,,americas,0
srb,1978,8746980,14865,,europe,0
ssd,1978,4445826,2832,,africa,0
stbar,1978,2761,,,americas,0
stmar,1978,22406,,,americas,0
stp,1978,90089,2703,,africa,0
sur,1978,361457,12489,,americas,0
svk,1978,4903202,13448,,europe,0
svn,1978,1795648,18506,,europe,0
swe,1978,8277414,24806,,europe,0
swz,1978,567559,5289,,africa,0
sxm,1978,11481,,,americas,0
syc,1978,63878,9956,,africa,0
syr,1978,8336418,4398,,asia,0
tca,1978,7053,5194,,americas,0
tcd,1978,4335645,1216,,africa,0
tgo,1978,2576469,1961,,africa,0
tha,1978,45423436,3447,,asia,0
tjk,1978,3688385,4819,,asia,0
tkl,1978,1542,,,asia,0
tkm,1978,2734896,10499,,asia,0
tls,1978,613857,831,,asia,0
ton,1978,91364,2003,,asia,0
tto,1978,1054116,14824,,americas,0
tun,1978,6054911,4510,,africa,0
tur,1978,42039935,8878,,europe,0
tuv,1978,7888,2776,,asia,0
twn,1978,17125169,9924,,asia,0
tza,1978,17555494,1581,,africa,0
uga,1978,11818307,899,,africa,0
ukr,1978,49526883,9434,,europe,0
ury,1978,2875966,9012,,americas,0
usa,1978,225449657,29281,,americas,0
ussr,1978,261500201,,,europe,0
uzb,1978,15096012,3616,,asia,0
vct,1978,98633,3346,,americas,0
ven,1978,14525931,19389,,americas,0
vgb,1978,10662,,,americas,0
vir,1978,95075,69.65,,americas,0
vnm,1978,52015281,1165,,asia,0
vut,1978,109429,2283,,asia,0
wlf,1978,10241,,,asia,0
wsm,1978,154007,3686,,asia,0
yem,1978,7536764,3345,,asia,0
yem_north,1978,6005112,,,asia,0
yem_south,1978,1801111,,,asia,0
yug,1978,21308445,,,europe,0
zaf,1978,28298150,10532,,africa,0
zmb,1978,5501445,3163,,africa,0
zwe,1978,6703182,2253,,africa,0
abw,1980,60096,14258,,americas,0
afg,1980,13248370,1168,,asia,0
ago,1980,8929900,4591,,africa,0
aia,1980,6702,,,americas,0
akr_a_dhe,1980,13167,,,europe,0
ala,1980,22768,,,europe,0
alb,1980,2681239,4385,,europe,0
and,1980,36067,32055,,europe,0
ant,1980,173309,72.96,,americas,0
are,1980,1042384,177522,,asia,0
arg,1980,28105888,13500,,americas,0
arm,1980,3099751,3821,,europe,0
asm,1980,32457,69.94,,asia,0
atg,1980,73442,7852,,americas,0
aus,1980,14649114,23857,,asia,0
aut,1980,7609752,25407,,europe,0
aze,1980,6150738,8228,,europe,0
bdi,1980,4116817,914,,africa,0
bel,1980,9868995,25777,,europe,0
ben,1980,3717165,1424,,africa,0
bfa,1980,6822843,759,,africa,0
bgd,1980,81470860,1089,,asia,0
bgr,1980,8878775,10054,,europe,0
bhr,1980,359888,45199,,asia,0
bhs,1980,210661,22748,,americas,0
bih,1980,4179855,3397,,europe,0
blr,1980,9633888,6970,,europe,0
blz,1980,144155,4147,,americas,0
bmu,1980,56992,40660,,americas,0
bol,1980,5589575,4330,,americas,0
bra,1980,121159761,10934,,americas,0
brb,1980,252194,13145,,americas,0
brn,1980,193949,131597,,asia,0
btn,1980,409172,1128,,asia,0
bwa,1980,1001158,4308,,africa,0
caf,1980,2279821,1091,,africa,0
can,1980,24537422,26778,,americas,0
cck,1980,485,,,asia,0
chanisl,1980,128212,73.44,,europe,0
che,1980,6303610,41568,,europe,0
cheslo,1980,15249503,,,europe,0
chl,1980,11266226,7935,,americas,0
chn,1980,993877310,1078,,asia,0
civ,1980,8293675,4024,,africa,0
cmr,1980,8618354,2742,,africa,0
cod,1980,26357462,1578,,africa,0
cog,1980,1839935,4152,,africa,0
cok,1980,17638,,,asia,0
col,1980,27737900,6218,,americas,0
com,1980,307829,1640,,africa,0
cpv,1980,286657,1217,,africa,0
cri,1980,2389310,7940,,americas,0
cub,1980,9835177,12679,,americas,0
cxr,1980,1422,,,asia,0
cym,1980,16162,35009,,americas,0
cyp,1980,685406,14315,,europe,0
cze,1980,10349271,18688,,europe,0
deu,1980,78300650,27622,,europe,0
deu_east,1980,16564817,,,europe,0
deu_west,1980,62499108,,,europe,0
dji,1980,358960,3551,,africa,0
dma,1980,75314,3772,,americas,0
dnk,1980,5123945,27290,,europe,0
dom,1980,5809269,4979,,americas,0
dza,1980,19337715,10273,,africa,0
ecu,1980,7976445,8081,,americas,0
egy,1980,44099142,4508,,africa,0
eri,1980,2385540,997,,africa,0
eri_a_eth,1980,38825099,,,africa,0
esh,1980,150877,49.72,,africa,0
esp,1980,37796795,17879,,europe,0
est,1980,1474436,12536,,europe,0
eth,1980,35264898,715,,africa,0
fin,1980,4788243,22167,,europe,0
fji,1980,635255,6017,,asia,0
flk,1980,1848,,,americas,0
fra,1980,54070817,23998,,europe,0
fro,1980,43514,,,europe,0
fsm,1980,72964,2417,,asia,0
gab,1980,729159,27924,,africa,0
gbg,1980,53399,,,europe,0
gbm,1980,63551,,,europe,0
gbr,1980,56265475,20647,,europe,0
geo,1980,5017818,8814,,europe,0
gha,1980,10802028,2090,,africa,0
gib,1980,30272,,,europe,0
gin,1980,4511902,1162,,africa,0
glp,1980,330177,69.75,,americas,0
gmb,1980,604369,1772,,africa,0
gnb,1980,800854,1505,,africa,0
gnq,1980,255325,1294,,africa,0
grc,1980,9634504,18071,,europe,0
grd,1980,89005,4810,,americas,0
grl,1980,50179,17449,,europe,0
gtm,1980,7283459,6253,,americas,0
guf,1980,66977,67.79,,americas,0
gum,1980,104133,71.64,,asia,0
guy,1980,780153,3814,,americas,0
hkg,1980,4915467,16005,,asia,0
hnd,1980,3678286,3584,,americas,0
hos,1980,724,,,europe,0
hrv,1980,4598129,19101,,europe,0
hti,1980,5688836,2858,,americas,0
hun,1980,10754766,16509,,europe,0
idn,1980,147490365,3363,,asia,0
ind,1980,696783517,1256,,asia,0
irl,1980,3434953,15861,,europe,0
irn,1980,38668220,10989,,asia,0
irq,1980,13653356,17004,,asia,0
isl,1980,228262,24908,,europe,0
isr,1980,3744667,16661,,asia,0
ita,1980,56419278,23116,,europe,0
jam,1980,2163045,6169,,americas,0
jey,1980,75543,,,europe,0
jor,1980,2374422,7573,,asia,0
jpn,1980,117827355,20257,,asia,0
kaz,1980,14905889,13195,,asia,0
